Exercício: 2023
Escopo: Municípios do Estado - GO
Tabela: Despesas por Função (Anexo I-E)
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"Despesas Exceto Intraorçamentárias";"siconfi-cor_TotalDespesas";24683641,36
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"01 - Legislativa";"siconfi-cor_TotalDespesas";1108010,63
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"01.031 - Ação Legislativa";"siconfi-cor_TotalDespesas";1108010,63
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"04 - Administração";"siconfi-cor_TotalDespesas";3263105,73
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"04.122 - Administração Geral";"siconfi-cor_TotalDespesas";2743928,14
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"04.123 - Administração Financeira";"siconfi-cor_TotalDespesas";519177,59
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"08 - Assistência Social";"siconfi-cor_TotalDespesas";1690159,87
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"08.241 - Assistência ao Idoso";"siconfi-cor_TotalDespesas";298647,3
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"08.244 - Assistência Comunitária";"siconfi-cor_TotalDespesas";1391512,57
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"09 - Previdência Social";"siconfi-cor_TotalDespesas";1385342,24
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"09.271 - Previdência Básica";"siconfi-cor_TotalDespesas";1171183,82
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"09.272 - Previdência do Regime Estatutário";"siconfi-cor_TotalDespesas";214158,42
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"10 - Saúde";"siconfi-cor_TotalDespesas";5263401,00
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"10.301 - Atenção Básica";"siconfi-cor_TotalDespesas";5261906,00
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"10.305 - Vigilância Epidemiológica";"siconfi-cor_TotalDespesas";1495,00
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"12 - Educação";"siconfi-cor_TotalDespesas";3978779,46
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"12.361 - Ensino Fundamental";"siconfi-cor_TotalDespesas";2916987,83
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"12.365 - Educação Infantil";"siconfi-cor_TotalDespesas";989593,65
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"FU12 - Demais Subfunções";"siconfi-cor_TotalDespesas";72197,98
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"13 - Cultura";"siconfi-cor_TotalDespesas";100175,91
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"13.392 - Difusão Cultural";"siconfi-cor_TotalDespesas";100175,91
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"15 - Urbanismo";"siconfi-cor_TotalDespesas";3896709,16
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"15.452 - Serviços Urbanos";"siconfi-cor_TotalDespesas";3896709,16
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"18 - Gestão Ambiental";"siconfi-cor_TotalDespesas";297857,84
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"18.541 - Preservação e Conservação Ambiental";"siconfi-cor_TotalDespesas";297857,84
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"20 - Agricultura";"siconfi-cor_TotalDespesas";458814,86
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"20.122 - Administração Geral";"siconfi-cor_TotalDespesas";458814,86
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"23 - Comércio e Serviços";"siconfi-cor_TotalDespesas";180384,51
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"23.695 - Turismo";"siconfi-cor_TotalDespesas";180384,51
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"26 - Transporte";"siconfi-cor_TotalDespesas";688713,31
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"26.122 - Administração Geral";"siconfi-cor_TotalDespesas";688713,31
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"27 - Desporto e Lazer";"siconfi-cor_TotalDespesas";152755,32
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"27.812 - Desporto Comunitário";"siconfi-cor_TotalDespesas";152755,32
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"28 - Encargos Especiais";"siconfi-cor_TotalDespesas";2219431,52
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"28.843 - Serviço da Dívida Interna";"siconfi-cor_TotalDespesas";170262,78
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Empenhadas";"FU28 - Demais Subfunções";"siconfi-cor_TotalDespesas";2049168,74
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"Despesas Exceto Intraorçamentárias";"siconfi-cor_TotalDespesas";24105764,73
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"01 - Legislativa";"siconfi-cor_TotalDespesas";1108010,63
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"01.031 - Ação Legislativa";"siconfi-cor_TotalDespesas";1108010,63
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"04 - Administração";"siconfi-cor_TotalDespesas";3263105,58
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"04.122 - Administração Geral";"siconfi-cor_TotalDespesas";2743928,14
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"04.123 - Administração Financeira";"siconfi-cor_TotalDespesas";519177,44
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"08 - Assistência Social";"siconfi-cor_TotalDespesas";1690159,87
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"08.241 - Assistência ao Idoso";"siconfi-cor_TotalDespesas";298647,3
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"08.244 - Assistência Comunitária";"siconfi-cor_TotalDespesas";1391512,57
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"09 - Previdência Social";"siconfi-cor_TotalDespesas";1385342,24
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"09.271 - Previdência Básica";"siconfi-cor_TotalDespesas";1171183,82
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"09.272 - Previdência do Regime Estatutário";"siconfi-cor_TotalDespesas";214158,42
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"10 - Saúde";"siconfi-cor_TotalDespesas";4770097,1
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"10.301 - Atenção Básica";"siconfi-cor_TotalDespesas";4768602,1
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"10.305 - Vigilância Epidemiológica";"siconfi-cor_TotalDespesas";1495,00
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"12 - Educação";"siconfi-cor_TotalDespesas";3936392,88
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"12.361 - Ensino Fundamental";"siconfi-cor_TotalDespesas";2916987,73
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"12.365 - Educação Infantil";"siconfi-cor_TotalDespesas";947207,17
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"FU12 - Demais Subfunções";"siconfi-cor_TotalDespesas";72197,98
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"13 - Cultura";"siconfi-cor_TotalDespesas";100175,91
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"13.392 - Difusão Cultural";"siconfi-cor_TotalDespesas";100175,91
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"15 - Urbanismo";"siconfi-cor_TotalDespesas";3854523,16
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"15.452 - Serviços Urbanos";"siconfi-cor_TotalDespesas";3854523,16
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"18 - Gestão Ambiental";"siconfi-cor_TotalDespesas";297857,84
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"18.541 - Preservação e Conservação Ambiental";"siconfi-cor_TotalDespesas";297857,84
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"20 - Agricultura";"siconfi-cor_TotalDespesas";458814,86
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"20.122 - Administração Geral";"siconfi-cor_TotalDespesas";458814,86
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"23 - Comércio e Serviços";"siconfi-cor_TotalDespesas";180384,51
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"23.695 - Turismo";"siconfi-cor_TotalDespesas";180384,51
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"26 - Transporte";"siconfi-cor_TotalDespesas";688713,31
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"26.122 - Administração Geral";"siconfi-cor_TotalDespesas";688713,31
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"27 - Desporto e Lazer";"siconfi-cor_TotalDespesas";152755,32
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"27.812 - Desporto Comunitário";"siconfi-cor_TotalDespesas";152755,32
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"28 - Encargos Especiais";"siconfi-cor_TotalDespesas";2219431,52
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"28.843 - Serviço da Dívida Interna";"siconfi-cor_TotalDespesas";170262,78
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Liquidadas";"FU28 - Demais Subfunções";"siconfi-cor_TotalDespesas";2049168,74
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"Despesas Exceto Intraorçamentárias";"siconfi-cor_TotalDespesas";23430883,74
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"01 - Legislativa";"siconfi-cor_TotalDespesas";1101993,62
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"01.031 - Ação Legislativa";"siconfi-cor_TotalDespesas";1101993,62
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"04 - Administração";"siconfi-cor_TotalDespesas";3211559,89
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"04.122 - Administração Geral";"siconfi-cor_TotalDespesas";2692382,45
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"04.123 - Administração Financeira";"siconfi-cor_TotalDespesas";519177,44
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"08 - Assistência Social";"siconfi-cor_TotalDespesas";1564860,02
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"08.241 - Assistência ao Idoso";"siconfi-cor_TotalDespesas";298647,3
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"08.244 - Assistência Comunitária";"siconfi-cor_TotalDespesas";1266212,72
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"09 - Previdência Social";"siconfi-cor_TotalDespesas";1378986,44
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"09.271 - Previdência Básica";"siconfi-cor_TotalDespesas";1164828,02
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"09.272 - Previdência do Regime Estatutário";"siconfi-cor_TotalDespesas";214158,42
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"10 - Saúde";"siconfi-cor_TotalDespesas";4646290,84
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"10.301 - Atenção Básica";"siconfi-cor_TotalDespesas";4644795,84
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"10.305 - Vigilância Epidemiológica";"siconfi-cor_TotalDespesas";1495,00
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"12 - Educação";"siconfi-cor_TotalDespesas";3846173,79
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"12.361 - Ensino Fundamental";"siconfi-cor_TotalDespesas";2895919,62
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"12.365 - Educação Infantil";"siconfi-cor_TotalDespesas";883280,01
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"FU12 - Demais Subfunções";"siconfi-cor_TotalDespesas";66974,16
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"13 - Cultura";"siconfi-cor_TotalDespesas";98675,91
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"13.392 - Difusão Cultural";"siconfi-cor_TotalDespesas";98675,91
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"15 - Urbanismo";"siconfi-cor_TotalDespesas";3604906,34
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"15.452 - Serviços Urbanos";"siconfi-cor_TotalDespesas";3604906,34
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"18 - Gestão Ambiental";"siconfi-cor_TotalDespesas";294429,56
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"18.541 - Preservação e Conservação Ambiental";"siconfi-cor_TotalDespesas";294429,56
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"20 - Agricultura";"siconfi-cor_TotalDespesas";456567,67
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"20.122 - Administração Geral";"siconfi-cor_TotalDespesas";456567,67
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"23 - Comércio e Serviços";"siconfi-cor_TotalDespesas";180384,51
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"23.695 - Turismo";"siconfi-cor_TotalDespesas";180384,51
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"26 - Transporte";"siconfi-cor_TotalDespesas";673868,31
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"26.122 - Administração Geral";"siconfi-cor_TotalDespesas";673868,31
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"27 - Desporto e Lazer";"siconfi-cor_TotalDespesas";152755,32
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"27.812 - Desporto Comunitário";"siconfi-cor_TotalDespesas";152755,32
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"28 - Encargos Especiais";"siconfi-cor_TotalDespesas";2219431,52
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"28.843 - Serviço da Dívida Interna";"siconfi-cor_TotalDespesas";170262,78
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Despesas Pagas";"FU28 - Demais Subfunções";"siconfi-cor_TotalDespesas";2049168,74
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Não Processados";"Despesas Exceto Intraorçamentárias";"siconfi-cor_TotalDespesas";577876,63
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Não Processados";"04 - Administração";"siconfi-cor_TotalDespesas";0,15
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Não Processados";"04.123 - Administração Financeira";"siconfi-cor_TotalDespesas";0,15
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Não Processados";"10 - Saúde";"siconfi-cor_TotalDespesas";493303,9
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Não Processados";"10.301 - Atenção Básica";"siconfi-cor_TotalDespesas";493303,9
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Não Processados";"12 - Educação";"siconfi-cor_TotalDespesas";42386,58
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Não Processados";"12.361 - Ensino Fundamental";"siconfi-cor_TotalDespesas";0,1
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Não Processados";"12.365 - Educação Infantil";"siconfi-cor_TotalDespesas";42386,48
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Não Processados";"15 - Urbanismo";"siconfi-cor_TotalDespesas";42186,00
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Não Processados";"15.452 - Serviços Urbanos";"siconfi-cor_TotalDespesas";42186,00
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"Despesas Exceto Intraorçamentárias";"siconfi-cor_TotalDespesas";674880,99
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"01 - Legislativa";"siconfi-cor_TotalDespesas";6017,01
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"01.031 - Ação Legislativa";"siconfi-cor_TotalDespesas";6017,01
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"04 - Administração";"siconfi-cor_TotalDespesas";51545,69
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"04.122 - Administração Geral";"siconfi-cor_TotalDespesas";51545,69
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"08 - Assistência Social";"siconfi-cor_TotalDespesas";125299,85
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"08.244 - Assistência Comunitária";"siconfi-cor_TotalDespesas";125299,85
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"09 - Previdência Social";"siconfi-cor_TotalDespesas";6355,8
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"09.271 - Previdência Básica";"siconfi-cor_TotalDespesas";6355,8
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"10 - Saúde";"siconfi-cor_TotalDespesas";123806,26
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"10.301 - Atenção Básica";"siconfi-cor_TotalDespesas";123806,26
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"12 - Educação";"siconfi-cor_TotalDespesas";90219,09
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"12.361 - Ensino Fundamental";"siconfi-cor_TotalDespesas";21068,11
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"12.365 - Educação Infantil";"siconfi-cor_TotalDespesas";63927,16
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"FU12 - Demais Subfunções";"siconfi-cor_TotalDespesas";5223,82
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"13 - Cultura";"siconfi-cor_TotalDespesas";1500,00
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"13.392 - Difusão Cultural";"siconfi-cor_TotalDespesas";1500,00
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"15 - Urbanismo";"siconfi-cor_TotalDespesas";249616,82
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"15.452 - Serviços Urbanos";"siconfi-cor_TotalDespesas";249616,82
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"18 - Gestão Ambiental";"siconfi-cor_TotalDespesas";3428,28
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"18.541 - Preservação e Conservação Ambiental";"siconfi-cor_TotalDespesas";3428,28
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"20 - Agricultura";"siconfi-cor_TotalDespesas";2247,19
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"20.122 - Administração Geral";"siconfi-cor_TotalDespesas";2247,19
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"26 - Transporte";"siconfi-cor_TotalDespesas";14845,00
Prefeitura Municipal de Cachoeira de Goiás - GO;5204201;GO;1336;"Inscrição de Restos a Pagar Processados";"26.122 - Administração Geral";"siconfi-cor_TotalDespesas";14845,00
Prefeitura Municipal de São João da Paraúna - GO;5220058;GO;1312;"Despesas Empenhadas";"Despesas Exceto Intraorçamentárias";"siconfi-cor_TotalDespesas";24263814,99
Prefeitura Municipal de São João da Paraúna - GO;5220058;GO;1312;"Despesas Empenhadas";"01 - Legislativa";"siconfi-cor_TotalDespesas";1008942,56
Prefeitura Municipal de São João da Paraúna - GO;5220058;GO;1312;"Despesas Empenhadas";"01.031 - Ação Legislativa";"siconfi-cor_TotalDespesas";1008942,56
Prefeitura Municipal de São João da Paraúna - GO;5220058;GO;1312;"Despesas Empenhadas";"03 - Essencial à Justiça";"siconfi-cor_TotalDespesas";141348,00
Prefeitura Municipal de São João da Paraúna - GO;5220058;GO;1312;"Despesas Empenhadas";"03.091 - Defesa da Ordem Jurídica";"siconfi-cor_TotalDespesas";141348,00
Prefeitura Municipal de São João da Paraúna - GO;5220058;GO;1312;"Despesas Empenhadas";"04 - Administração";"siconfi-cor_TotalDespesas";6492214,89
Prefeitura Municipal de São João da Paraúna - GO;5220058;GO;1312;"Despesas Empenhadas";"04.121 - Planejamento e Orçamento";"siconfi-cor_TotalDespesas";580088,05
Prefeitura Municipal de São João da Paraúna - GO;5220058;GO;1312;"Despesas Empenhadas";"04.122 - Administração Geral";"siconfi-cor_TotalDespesas";5662473,12
Prefeitura Municipal de São João da Paraúna - GO;5220058;GO;1312;"Despesas Empenhadas";"04.123 - Administração Financeira";"siconfi-cor_TotalDespesas";120000,00
Prefeitura Municipal de São João da Paraúna - GO;5220058;GO;1312;"Despesas Empenhadas";"04.124 - Controle Interno";"siconfi-cor_TotalDespesas";34347,92
Prefeitura Municipal de São João da Paraúna - GO;5220058;GO;1312;"Despesas Empenhadas";"04.126 - Tecnologia da Informação";"siconfi-cor_TotalDespesas";95305,8
Prefeitura Municipal de São João da Paraúna - GO;5220058;GO;1312;"Despesas Empenhadas";"06 - Segurança Pública";"siconfi-cor_TotalDespesas";25955,42
Prefeitura Municipal de São João da Paraúna - GO;5220058;GO;1312;"Despesas Empenhadas";"06.181 - Policiamento";"siconfi-cor_TotalDespesas";25955,42
Prefeitura Municipal de São João da Paraúna - GO;5220058;GO;1312;"Despesas Empenhadas";"08 - Assistência Social";"siconfi-cor_TotalDespesas";1543860,71
Prefeitura Municipal de São João da Paraúna - GO;5220058;GO;1312;"Despesas Empenhadas";"08.241 - Assistência ao Idoso";"siconfi-cor_TotalDespesas";122510,93
Prefeitura Municipal de São João da Paraúna - GO;5220058;GO;1312;"Despesas Empenhadas";"08.243 - Assistência à Criança e ao Adolescente";"siconfi-cor_TotalDespesas";1513,00
Prefeitura Municipal de São João da Paraúna - GO;5220058;GO;1312;"Despesas Empenhadas";"08.244 - Assistência Comunitária";"siconfi-cor_TotalDespesas";1267142,98
Prefeitura Municipal de São João da Paraúna - GO;5220058;GO;1312;"Despesas Empenhadas";"FU08 - Demais Subfunções";"siconfi-cor_TotalDespesas";152693,8
Prefeitura Municipal de São João da Paraúna - GO;5220058;GO;1312;"Despesas Empenhadas";"10 - Saúde";"siconfi-cor_TotalDespesas";6050426,38
Prefeitura Municipal de São João da Paraúna - GO;5220058;GO;1312;"Despesas Empenhadas";"10.301 - Atenção Básica";"siconfi-cor_TotalDespesas";4824848,69
