id;titulo;preco;endereco;detalhes;descricao;link;tamanho;quartos;vagas;suites;plantas;data_extracao
435;"SGCV, PARK SUL, BRASILIA";2289000.00;N/A;"156 m²
4 Quartos
4 Suítes
3 Vagas";"PARK SUL PRIME APARTAMENTO COM 4 SUÍTES NO PARK SUL PRIME - PARK SUL";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-park-sul-brasilia-df-sgcv-1004312;156;4;3;4;;"2025-04-11 09:20:33"
436;"SQN 305 Bloco H, ASA NORTE, BRASILIA";2890000.00;N/A;"191 m²
4 Quartos
2 Suítes
2 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-305-bloco-h-994059;191;4;2;2;;"2025-04-11 09:20:33"
437;"SQNW 110 Bloco A, NOROESTE, BRASILIA";2790000.00;N/A;"192 m²
4 Quartos
4 Suítes
3 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-110-bloco-a-439622;192;4;3;4;;"2025-04-11 09:20:33"
438;"SQSW 500, SUDOESTE, BRASILIA";2349790.00;N/A;"126 m²
3 Quartos
3 Suítes
2 Vagas";"PARQUE CIDADE FLEXIBILIDADE NO PLANO DE PAGAMENTO";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sudoeste-brasilia-df-sqsw-500-993730;126;3;2;3;;"2025-04-11 09:20:33"
439;"SGCV Lote 23, PARK SUL, BRASILIA";2950000.00;N/A;"202 m²
4 Quartos
4 Suítes
4 Vagas";", SIGNATURE PARK SUL CONFORTO, SEGURANÇA, LOCALIZAÇÃO E LUXO";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-park-sul-brasilia-df-sgcv-lote-23-299143;202;4;4;4;;"2025-04-11 09:20:33"
440;"SQSW 300 Bloco E, SUDOESTE, BRASILIA";2950000.00;N/A;"198 m²
4 Quartos
2 Suítes
2 Vagas";"VISTA LIVRE, CANTO, COM VARANDA";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-300-bloco-e-1138148;198;4;2;2;;"2025-04-11 09:20:33"
441;"SQN 211, ASA NORTE, BRASILIA";2590000.00;N/A;"222 m²
3 Quartos
2 Suítes
1 Vaga";"BLOCO K VISTA LIVRE PARA DENTRO DA QUADRA!";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-211-1051657;222;3;1;2;;"2025-04-11 09:20:33"
442;"AOS 02, OCTOGONAL, BRASILIA";2167000.00;N/A;"164 m²
4 Quartos
2 Suítes
1 Vaga";"AOS 02 - OCTOGONAL";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-octogonal-brasilia-df-aos-02-1104873;164;4;1;2;;"2025-04-11 09:20:33"
443;"SQNW 106 Bloco I, NOROESTE, BRASILIA";2900000.00;N/A;"164 m²
4 Quartos
4 Suítes
3 Vagas";"SQNW 106 NOROESTE 4 SUÍTES VAZADO COM 3 VAGAS.";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-106-bloco-i-342280;164;4;3;4;;"2025-04-11 09:20:33"
444;"SQN 309 Bloco M, ASA NORTE, BRASILIA";2220000.00;N/A;"181 m²
4 Quartos
2 Suítes
2 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-309-bloco-m-1096948;181;4;2;2;;"2025-04-11 09:20:33"
445;"SQN 115 Bloco F, ASA NORTE, BRASILIA";2390000.00;N/A;"168 m²
3 Quartos
1 Suíte
1 Vaga";"MATERIAIS DE ALTO PADRAO";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-115-bloco-f-1121863;168;3;1;1;;"2025-04-11 09:20:33"
446;"SQNW 103 Bloco D, NOROESTE, BRASILIA";2050000.00;N/A;"126 m²
3 Quartos
1 Suíte
2 Vagas";"NOVO PRONTO PARA MORAR, ANDAR ALTO, ÚLTIMA UNIDADE";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-103-bloco-d-1125683;126;3;2;1;;"2025-04-11 09:20:33"
447;"SQNW 103, NOROESTE, BRASILIA";2390000.00;N/A;"139 m²
3 Quartos
3 Suítes
2 Vagas";"DE UM PRÉDIO CHAMADO";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-103-1064936;139;3;2;3;;"2025-04-11 09:20:33"
448;"SQNW 105, NOROESTE, BRASILIA";2149000.00;N/A;"158 m²
2 Quartos
2 Suítes
3 Vagas";"CANTO + NASCENTE + VISTA LIVRE + COBERTURA TOP! RESERVA LYBER, SQNW 105 NOROESTE";https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-105-1096292;158;2;3;2;;"2025-04-11 09:20:33"
449;"SQSW 300, SUDOESTE, BRASILIA";2380000.00;N/A;"147 m²
4 Quartos
2 Suítes
2 Vagas";"SQSW 300 , NASCENTE , VAZADO , FINANCIA SQSW 300 , SUDOESTE , REFORMADO , NASCENTE , VAZADO , 4 QUARTOS , FINANCIA";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-300-984247;147;4;2;2;;"2025-04-11 09:20:33"
450;"SQN 305 Bloco H, ASA NORTE, BRASILIA";2890000.00;N/A;"191 m²
4 Quartos
2 Suítes
2 Vagas";"APARTAMENTO 04 QUARTOS - ASA NORTE - VISTA LIVRE";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-305-bloco-h-1081238;191;4;2;2;;"2025-04-11 09:20:33"
451;"SQNW 110, NOROESTE, BRASILIA";2190000.00;N/A;"118 m²
3 Quartos
1 Suíte
2 Vagas";"APARTAMENTO SOFISTICADO - 3 QUARTOS - ALTO PADRÃO - VARANDA - VISTA LIVRE - 2 VAGAS SOLTAS";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-110-997832;118;3;2;1;;"2025-04-11 09:20:33"
452;"SQN 309 Bloco M, ASA NORTE, BRASILIA";2175000.00;N/A;"181 m²
4 Quartos
2 Suítes
2 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-309-bloco-m-1138576;181;4;2;2;;"2025-04-11 09:20:33"
453;"SQSW 500 Bloco T, SUDOESTE, BRASILIA";2990000.00;N/A;"144 m²
4 Quartos
4 Suítes
3 Vagas";"PARQUE PLANALTO 4 SUÍTES NASCENTE ANDAR ALTO VAZADO DE 144M²";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-500-bloco-t-1072963;144;4;3;4;;"2025-04-11 09:20:33"
454;"SQSW 102, SUDOESTE, BRASILIA";2590000.00;N/A;"182 m²
4 Quartos
2 Suítes
2 Vagas";SQSW102;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-102-1104196;182;4;2;2;;"2025-04-11 09:20:33"
455;"SQN 215 Bloco D, ASA NORTE, BRASILIA";2765000.00;N/A;"160 m²
4 Quartos
4 Suítes
3 Vagas";"JANE GODOY EXCELENTE APARTAMENTO NOVO";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-215-bloco-d-960372;160;4;3;4;;"2025-04-11 09:20:33"
456;"SQN 311 Bloco H, ASA NORTE, BRASILIA";2150000.00;N/A;"155 m²
4 Quartos
1 Suíte
2 Vagas";"APARTAMENTO DE 4 QUARTOS NA SQN 311 BLOCO H";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-311-bloco-h-1136693;155;4;2;1;;"2025-04-11 09:20:33"
457;"SQNW 103, NOROESTE, BRASILIA";2550000.00;N/A;"169 m²
2 Quartos
1 Suíte
3 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-103-1141601;169;2;3;1;;"2025-04-11 09:20:33"
458;"SQSW 500, SUDOESTE, BRASILIA";2680000.00;N/A;"132 m²
3 Quartos
3 Suítes
2 Vagas";"SQ 500 - APARTAMENTO À VENDA, 3 SUÍTES, SUDOESTE";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sudoeste-brasilia-df-sqsw-500-1126162;132;3;2;3;;"2025-04-11 09:20:33"
459;"SQNW 102 Bloco B, NOROESTE, BRASILIA";2150000.00;N/A;"124 m²
2 Quartos
2 Suítes
2 Vagas";"PARQUE DAS HORTENSIAS EXCELENTE APARTAMENTO NA 102 DO NOROESTE.";https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-102-bloco-b-1104807;124;2;2;2;;"2025-04-11 09:20:33"
460;"SQSW 305, SUDOESTE, BRASILIA";2670000.00;N/A;"178 m²
4 Quartos
3 Suítes
3 Vagas";"· 3 SUÍTES · 178 M² · 3 VAGAS · , SQSW 305 SQSW 305 · 3 SUÍTES · 178 M² · 3 VAGAS · 98406 - 4109";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-305-903619;178;4;3;3;;"2025-04-11 09:20:33"
461;"SQNW 102 Bloco K, NOROESTE, BRASILIA";2200000.00;N/A;"125 m²
3 Quartos
3 Suítes
2 Vagas";", RESIDENCIAL OLGA CARVALHO APARTAMENTO COM 3 SUÍTES, 2 VAGAS DE GARAGEM E LAZER COMPLETO À VENDA NO RESIDENCIAL OLGA CARVALHO -";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-102-bloco-k-1106282;125;3;2;3;;"2025-04-11 09:20:33"
462;"SQNW 110 Bloco B, NOROESTE, BRASILIA";2150000.00;N/A;"152 m²
4 Quartos
3 Suítes
4 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-110-bloco-b-1097231;152;4;4;3;;"2025-04-11 09:20:33"
463;"SCES Trecho 4, ASA SUL, BRASILIA";2150000.00;N/A;"123 m²
2 Quartos
2 Suítes
1 Vaga";"ASA SUL - BRISAS DO LAGO 2 QUARTOS, VISTA PARA O LAGO";https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sces-trecho-4-650378;123;2;1;2;;"2025-04-11 09:20:33"
464;"SGCV Lote 27, PARK SUL, BRASILIA";2400000.00;N/A;"147 m²
3 Quartos
2 Suítes
2 Vagas";"DUPLEX EXCLUSIVO, PRIME RESIDENCE";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-park-sul-brasilia-df-sgcv-lote-27-1101672;147;3;2;2;;"2025-04-11 09:20:33"
465;"SQNW 304 Bloco E, NOROESTE, BRASILIA";2750000.00;N/A;"170 m²
3 Quartos
3 Suítes
3 Vagas";"EXCEPCIONAL APARTAMENTO, NA SQNW 304 - 3 QUARTOS PARA VENDA SETOR NOROESTE, BRASÍLIA";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-304-bloco-e-1131304;170;3;3;3;;"2025-04-11 09:20:33"
466;"SQNW 311 Bloco H, NOROESTE, BRASILIA";2950000.00;N/A;"202 m²
2 Quartos
1 Suíte
2 Vagas";"COBERTURA DUPLEX REFORMADA 2 QUARTOS, 1 SUÍTE À VENDA NO NOROESTE";https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-311-bloco-h-1142834;202;2;2;1;;"2025-04-11 09:20:33"
467;"SQNW 109 Bloco J, NOROESTE, BRASILIA";2820000.00;N/A;"228 m²
3 Quartos
3 Suítes
3 Vagas";"COBERTURA DUPLEX 3 SUÍTES, VISTA LIVRE, ÁREA GOURMET, 3 VAGAS DE GARAGEM À VENDA NO NOROESTE";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-109-bloco-j-1136794;228;3;3;3;;"2025-04-11 09:20:33"
468;"SQN 215, ASA NORTE, BRASILIA";2400000.00;N/A;"175 m²
3 Quartos
3 Suítes
2 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-215-1108867;175;3;2;3;;"2025-04-11 09:20:33"
469;"SGCV Lote 23, PARK SUL, BRASILIA";2850000.00;N/A;"202 m²
4 Quartos
4 Suítes
4 Vagas";", RESIDENCIAL SIGNATURE APARTAMENTO 4 QUARTOS, 4 SUÍTES, 4 VAGAS NO RESIDENCIAL SIGNATURE - PARK SUL";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-park-sul-brasilia-df-sgcv-lote-23-963435;202;4;4;4;;"2025-04-11 09:20:33"
470;"SQNW 102 Bloco K, NOROESTE, BRASILIA";2200000.00;N/A;"125 m²
3 Quartos
3 Suítes
2 Vagas";"RESIDENCIAL OLGA CARVALHO NOVO! - ANDAR ALTO - VAZADO";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-102-bloco-k-1115814;125;3;2;3;;"2025-04-11 09:20:33"
471;"SQN 310 Bloco B, ASA NORTE, BRASILIA";2750000.00;N/A;"305 m²
4 Quartos
3 Suítes
2 Vagas";"APARTAMENTO DE COBERTURA 4 QUARTOS PARA VENDA ASA NORTE, BRASÍLIA";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-310-bloco-b-1115279;305;4;2;3;;"2025-04-11 09:20:33"
472;"SQNW 302 Bloco I, NOROESTE, BRASILIA";2820000.00;N/A;"224 m²
3 Quartos
1 Suíte
2 Vagas";"COBERTURA DUPLEX COBERTURA EXCLUSIVA DE 224MT, SOFISTICAÇÃO E LAZER COMPLETO!";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-302-bloco-i-1120056;224;3;2;1;;"2025-04-11 09:20:33"
473;"SQNW 103, NOROESTE, BRASILIA";2800000.00;N/A;"167 m²
4 Quartos
4 Suítes
3 Vagas";ESPETACULAR;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-103-701778;167;4;3;4;;"2025-04-11 09:20:33"
474;"SQNW 110 Bloco K, NOROESTE, BRASILIA";2900000.00;N/A;"185 m²
4 Quartos
4 Suítes
3 Vagas";"SQNW 110, SELECTION 36, ALTO PADRÃO, MAJESTOSO APTO COM 185 M², 4 SUÍTES!";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-110-bloco-k-633408;185;4;3;4;;"2025-04-11 09:20:33"
475;"AOS 02 Bloco A, OCTOGONAL, BRASILIA";2390000.00;N/A;"164 m²
4 Quartos
1 Suíte
1 Vaga";"4 QUARTOS | 2 SUÍTES | SALAS | VAGA PRIVATIVA";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-octogonal-brasilia-df-aos-02-bloco-a-1114102;164;4;1;1;;"2025-04-11 09:20:33"
476;"SQNW 311, NOROESTE, BRASILIA";2850000.00;N/A;"153 m²
3 Quartos
3 Vagas";"TRANQUILIDADE E PRATICIDADE NO NOROESTE! SALA COM PÉ-DIREITO ALTO E COZINHA INTEGRADA PARA RECEBER EM GRANDE ESTILO.";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-311-1073229;153;3;3;;;"2025-04-11 09:20:33"
477;"SQN 116 Bloco B, ASA NORTE, BRASILIA";2990000.00;N/A;"193 m²
4 Quartos
4 Suítes
2 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-116-bloco-b-1055126;193;4;2;4;;"2025-04-11 09:20:33"
478;"SQNW 108 Bloco C, NOROESTE, BRASILIA";3000000.00;N/A;"212 m²
4 Quartos
4 Suítes
3 Vagas";"NOROESTE 4 SUÍTES E 3 VAGAS REFORMADO";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-108-bloco-c-229728;212;4;3;4;;"2025-04-11 09:20:33"
479;"SQSW 300 Bloco F, SUDOESTE, BRASILIA";2495000.00;N/A;"200 m²
4 Quartos
2 Suítes";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-300-bloco-f-1102647;200;4;;2;;"2025-04-11 09:20:33"
480;"SQNW 304 Bloco E, NOROESTE, BRASILIA";2700000.00;N/A;"169 m²
4 Quartos
4 Suítes
3 Vagas";"NOROESTE LAZER COMPLETO";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-304-bloco-e-1036409;169;4;3;4;;"2025-04-11 09:20:33"
481;"SCEN Trecho 1 Conjunto 36, ASA NORTE, BRASILIA";2790000.00;N/A;"134 m²
4 Quartos
1 Suíte
3 Vagas";"ASA NORTE | APARTAMENTO 4 QUARTOS, SENDO 1 SUITE";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-scen-trecho-1-conjunto-36-1051596;134;4;3;1;;"2025-04-11 09:20:33"
482;"SGCV, PARK SUL, BRASILIA";2100000.00;N/A;"119 m²
3 Quartos
2 Suítes
2 Vagas";"ELEGANCE PARK SUL";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-park-sul-brasilia-df-sgcv-882236;119;3;2;2;;"2025-04-11 09:20:33"
483;"SQN 113, ASA NORTE, BRASILIA";2774000.00;N/A;"167 m²
4 Quartos
2 Suítes
2 Vagas";"EXCLUSIVO! APARTAMENTO 4 QUARTOS NOVO À VENDA - ASA NORTE (RESIDENCIAL GERALDO ESTRELA)";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-113-1035504;167;4;2;2;;"2025-04-11 09:20:33"
484;"SQNW 103 Bloco A, NOROESTE, BRASILIA";2195000.00;N/A;"119 m²
3 Quartos
1 Suíte
2 Vagas";"''EXUBERANTE NOS DETALHES'' SOFISTICADO E ÚNICO";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-103-bloco-a-1102743;119;3;2;1;;"2025-04-11 09:20:33"
485;"SQNW 309, NOROESTE, BRASILIA";2250000.00;N/A;"150 m²
3 Quartos
1 Suíte
2 Vagas";"SQNW 309 - 02 VAGAS SOLTAS - INFINITY";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-309-554689;150;3;2;1;;"2025-04-11 09:20:33"
486;"SQNW 110 Bloco F, NOROESTE, BRASILIA";2190000.00;N/A;"118 m²
3 Quartos
1 Suíte
2 Vagas";"APARTAMENTO DE ALTO PADRÃO – 3 QUARTOS | SUÍTE COM CLOSET | NOROESTE - SQNW 110";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-110-bloco-f-1142358;118;3;2;1;;"2025-04-11 09:20:33"
487;"SQS 115 Bloco D, ASA SUL, BRASILIA";2100000.00;N/A;"146 m²
3 Quartos
2 Suítes
1 Vaga";"JOIA RARA NA ASA SUL";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-115-bloco-d-1043081;146;3;1;2;;"2025-04-11 09:20:33"
488;"SQNW 304 Bloco H, NOROESTE, BRASILIA";2682693.00;N/A;"145 m²
3 Quartos
3 Suítes
3 Vagas";", SEASON APARTAMENTO DE ALTO PADRÃO COM 3 SUÍTES, VARANDA GOURMET E 3 VAGAS - SEASON, NOROESTE - DF";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-304-bloco-h-1123308;145;3;3;3;;"2025-04-11 09:20:33"
489;"SQSW 303 Bloco K, SUDOESTE, BRASILIA";2099000.00;N/A;"150 m²
4 Quartos
2 Suítes
2 Vagas";"APARTAMENTO 4 QUARTOS | SENDO 2 SUÍTES | 2 VAGAS SOLTAS | 150M - SUDOESTE";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-303-bloco-k-1126033;150;4;2;2;;"2025-04-11 09:20:33"
490;"SQNW 103 Bloco D, NOROESTE, BRASILIA";2523274.00;N/A;"168 m²
2 Quartos
1 Suíte
3 Vagas";"COBERTURA COM 2 QUARTOS, SENDO 1 SUÍTE, 3 VAGAS NO REAL LE PARC, EM FRENTE AO PARQUE BURLE MARX";https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-103-bloco-d-1015377;168;2;3;1;;"2025-04-11 09:20:33"
491;"SQN 211, ASA NORTE, BRASILIA";2150000.00;N/A;"211 m²
3 Quartos
2 Suítes
2 Vagas";", SELECIONE LINDA COBERTURA DUPLEX À VENDA NA SQN 211! 3 QUARTOS, 2 SUÍTES, ÁREA EXTERNA E 2 VAGAS SOLTAS!";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-211-953965;211;3;2;2;;"2025-04-11 09:20:33"
492;"SQNW 102 Bloco B, NOROESTE, BRASILIA";2150000.00;N/A;"122 m²
3 Quartos
3 Suítes
2 Vagas";"PARQUE DAS HORTENSIAS EXCELENTE OPORTUNIDADE";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-102-bloco-b-792771;122;3;2;3;;"2025-04-11 09:20:33"
493;"SGCV Lote 27, PARK SUL, BRASILIA";2200000.00;N/A;"139 m²
4 Quartos
3 Suítes
2 Vagas";", PRIME RESIDENCE APARTAMENTO SUPER MOBILIADO, COM ELETRODOMÉSTICOS INCLUSOS";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-park-sul-brasilia-df-sgcv-lote-27-1142886;139;4;2;3;;"2025-04-11 09:20:33"
494;"SQNW 302 Bloco F, NOROESTE, BRASILIA";2650000.00;N/A;"165 m²
4 Quartos
4 Suítes
3 Vagas";", RESERVA PLANALTO RESERVA PLANALTO QUADRA 302 BLOCO F";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-302-bloco-f-1129401;165;4;3;4;;"2025-04-11 09:20:33"
495;"SQNW 103, NOROESTE, BRASILIA";2390000.00;N/A;"139 m²
3 Quartos
3 Suítes
2 Vagas";"TRÊS SUÍTES QUE OFERECEM CONFORTO E PRIVACIDADE! COBERTURA COM LAZER COMPLETO E VISTA DESLUMBRANTE NO NOROESTE.";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-103-1036954;139;3;2;3;;"2025-04-11 09:20:33"
496;"SQSW 300 Bloco D, SUDOESTE, BRASILIA";2950000.00;N/A;"200 m²
4 Quartos
4 Suítes
2 Vagas";"SAN PAOLO 4 STES EXCLUSIVIDADE FEROLA SQSW 300 , SAN PAOLO , 4 SUITES , REFORMADO , ALTO PADRAO";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-300-bloco-d-929601;200;4;2;4;;"2025-04-11 09:20:33"
497;"SQN 311 Bloco J, ASA NORTE, BRASILIA";2400000.00;N/A;"235 m²
4 Quartos
1 Suíte
2 Vagas";"COBERTURA DUPLEX COM 3 QUARTOS, 2 SUÍTES, VAZADA À VENDA NA SQN 311 - ASA NORTE";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-311-bloco-j-1119979;235;4;2;1;;"2025-04-11 09:20:33"
498;"SQNW 309 Bloco C, NOROESTE, BRASILIA";2899000.00;N/A;"171 m²
4 Quartos
4 Suítes
3 Vagas";"ILLUMINATO NOROESTE";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-309-bloco-c-1109950;171;4;3;4;;"2025-04-11 09:20:33"
499;"SQN 113, ASA NORTE, BRASILIA";2763000.00;N/A;"167 m²
4 Quartos
4 Suítes
2 Vagas";"EXCLUSIVO! ELEGANTE! 61 992028350";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-113-750302;167;4;2;4;;"2025-04-11 09:20:33"
500;"SQS 109, ASA SUL, BRASILIA";2200000.00;N/A;"160 m²
4 Quartos
1 Suíte
1 Vaga";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-109-896578;160;4;1;1;;"2025-04-11 09:20:33"
501;"SQN 113 Bloco J, ASA NORTE, BRASILIA";2763000.00;N/A;"167 m²
4 Quartos
2 Suítes
2 Vagas";"ASA NORTE VISTA LIVRE";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-113-bloco-j-1076433;167;4;2;2;;"2025-04-11 09:20:33"
502;"SQSW 102 Bloco K, SUDOESTE, BRASILIA";2290000.00;N/A;"182 m²
4 Quartos
1 Suíte
2 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-102-bloco-k-1110073;182;4;2;1;;"2025-04-11 09:20:33"
503;"SQN 303 Bloco K, ASA NORTE, BRASILIA";2400000.00;N/A;"204 m²
3 Quartos
1 Suíte
2 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-303-bloco-k-450893;204;3;2;1;;"2025-04-11 09:20:33"
504;"SQSW 102, SUDOESTE, BRASILIA";2800000.00;N/A;"227 m²
3 Quartos
2 Suítes
2 Vagas";"SQSW 102 - ANDAR ALTO - DE CANTO - VAZADO - DESOCUPADO - QUINTO ANDAR - 227M2 PRIVATIVO";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sudoeste-brasilia-df-sqsw-102-1010876;227;3;2;2;;"2025-04-11 09:20:33"
505;"SQN 113, ASA NORTE, BRASILIA";2764000.00;N/A;"167 m²
4 Quartos
4 Suítes
2 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-113-1133468;167;4;2;4;;"2025-04-11 09:20:33"
506;"SQNW 310, NOROESTE, BRASILIA";2890000.00;N/A;"234 m²
3 Quartos
1 Suíte
3 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-310-1000722;234;3;3;1;;"2025-04-11 09:20:33"
507;"SQNW 107, NOROESTE, BRASILIA";2380000.00;N/A;"175 m²
3 Quartos
1 Suíte
3 Vagas";"LINDA REFORMA COBERTURA 3QTS STE 3 VAGAS EXCELENTE QUADRA E CONSTRUÇÃO PADRÃO VIA ENGENHARIA";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-107-1092173;175;3;3;1;;"2025-04-11 09:20:33"
508;"SQNW 103 Bloco F, NOROESTE, BRASILIA";2700000.00;N/A;"189 m²
2 Quartos
1 Suíte
3 Vagas";"COBERTURA MOBILIADA E DECORADA EXCELENTE COBERTURA NA QUADRA 103 DO SETOR NOROESTE.";https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-103-bloco-f-1116022;189;2;3;1;;"2025-04-11 09:20:33"
