id;titulo;preco;endereco;detalhes;descricao;link;tamanho;quartos;vagas;suites;plantas;data_extracao
178;"SQNW 103 Bloco J, NOROESTE, BRASILIA";2840000.00;N/A;"173 m²
4 Quartos
4 Suítes
3 Vagas";", ELEVE 103 SQNW - 4 SUITES NO MELHOR EDIFICIO DO NOROESTE";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-103-bloco-j-997739;173;4;3;4;;"2025-04-11 09:20:33"
179;"SQNW 309, NOROESTE, BRASILIA";2750000.00;N/A;"201 m²
3 Quartos
2 Suítes
2 Vagas";"A COBERTURA QUE VOCÊ PROCURA PARA SUA FAMÍLIA";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-309-1139175;201;3;2;2;;"2025-04-11 09:20:33"
180;"SQN 211, ASA NORTE, BRASILIA";2180000.00;N/A;"200 m²
4 Quartos
2 Suítes
2 Vagas";"COBERTURA 211 NORTE COM VISTA LIVRE - ASA NORTE";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-211-1106193;200;4;2;2;;"2025-04-11 09:20:33"
181;"SQNW 310 Bloco B, NOROESTE, BRASILIA";2890000.00;N/A;"237 m²
3 Quartos
1 Suíte
3 Vagas";"COBERTURA COM PISCINA - REFORMADA - NOROESTE - SQNW - APROVEITAMENTO DE AREA COBERTA - VAGS SOLTAS";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-310-bloco-b-1106797;237;3;3;1;;"2025-04-11 09:20:33"
182;"SGCV Lote 27, PARK SUL, BRASILIA";2300000.00;N/A;"138 m²
3 Quartos
3 Suítes
3 Vagas";", PRIME RESIDENCE APARTAMENTO DUPLEX DE 3 SUÍTES E 3 VAGAS DE GARAGEM À VENDA NO PRIME RESIDENCE - PARK SUL";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-park-sul-brasilia-df-sgcv-lote-27-1123312;138;3;3;3;;"2025-04-11 09:20:33"
183;"SQSW 300 Bloco L, SUDOESTE, BRASILIA";2990000.00;N/A;"197 m²
4 Quartos
4 Suítes
2 Vagas";"SQSW 300 LINDO APTO DE 4 QUARTOS 2 SUÍTES E 2 SEMI-SUÍTES";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-300-bloco-l-1114723;197;4;2;4;;"2025-04-11 09:20:33"
184;"SQN 311, ASA NORTE, BRASILIA";2750000.00;N/A;"200 m²
2 Quartos
1 Suíte
1 Vaga";"VISTA INCRÍVEL - APARTAMENTO COBERTURA SQN 311 QUADRA PARQUE";https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-311-987557;200;2;1;1;;"2025-04-11 09:20:33"
185;"SQSW 500 Bloco I, SUDOESTE, BRASILIA";2899000.00;N/A;"172 m²
4 Quartos
4 Suítes
3 Vagas";"SEU NOVO LAR NA QUADRA 500 DO SUDOEST...";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-500-bloco-i-1078622;172;4;3;4;;"2025-04-11 09:20:33"
186;"SQSW 300 Bloco O, SUDOESTE, BRASILIA";2950000.00;N/A;"310 m²
5 Quartos
2 Suítes
3 Vagas";"COBERTURA VAZADA COM PISCINA E ÁREA GOURMET PRIVATIVA";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-300-bloco-o-1124463;310;5;3;2;;"2025-04-11 09:20:33"
187;"SQN 215 Bloco B, ASA NORTE, BRASILIA";2400000.00;N/A;"175 m²
3 Quartos
3 Suítes
2 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-215-bloco-b-1107327;175;3;2;3;;"2025-04-11 09:20:33"
188;"SGCV Lote 20, PARK SUL, BRASILIA";2013652.00;N/A;"129 m²
4 Quartos
4 Suítes
3 Vagas";"CONDOMÍNIO DE ALTO PADRÃO - N.Y. PARK SUL APARTAMENTO COM 4 QUARTOS EM CONDOMÍNIO FECHADO - CONFORTO E SEGURANÇA PARA TODA FAMÍLIA.";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-park-sul-brasilia-df-sgcv-lote-20-475619;129;4;3;4;;"2025-04-11 09:20:33"
189;"SQN 210, ASA NORTE, BRASILIA";2150000.00;N/A;"151 m²
4 Quartos
1 Suíte
1 Vaga";"SQN 210 4 QUARTOS NASCENTE VAZADO VISTA LIVRE VAGA";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-210-987585;151;4;1;1;;"2025-04-11 09:20:33"
190;"SQNW 103 Bloco D, NOROESTE, BRASILIA";2839000.00;N/A;"168 m²
2 Quartos
1 Suíte
3 Vagas";"FRENTE PARQUE, NASCENTE, 3 VAGAS DE GARAGEM, DESOCUPADA CHAVE NA MÃO! R$ 2.839.000";https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-103-bloco-d-1105289;168;2;3;1;;"2025-04-11 09:20:33"
191;"SQN 311 Bloco G, ASA NORTE, BRASILIA";2270000.00;N/A;"155 m²
4 Quartos
1 Suíte
2 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-311-bloco-g-1097818;155;4;2;1;;"2025-04-11 09:20:33"
192;"SQSW 101, SUDOESTE, BRASILIA";2350000.00;N/A;"194 m²
4 Quartos
2 Suítes
2 Vagas";"SOFISTICAÇÃO E ESPAÇO: APARTAMENTO VAZADO DE 4 QUARTOS NO SUDOESTE";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-101-1105147;194;4;2;2;;"2025-04-11 09:20:33"
193;"SQSW 500, SUDOESTE, BRASILIA";2349788.00;N/A;"126 m²
3 Quartos
3 Suítes
2 Vagas";"3 SUÍTES - ALTÍSSIMO PADRÃO ***LUXO E ALTÍSSIMO PADRÃO***";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sudoeste-brasilia-df-sqsw-500-1015441;126;3;2;3;;"2025-04-11 09:20:33"
194;"SQS 107, ASA SUL, BRASILIA";2200000.00;N/A;"140 m²
3 Quartos
1 Suíte";"ASA SUL, SQS 107, CLIENTES EXIGENTES, ALTO PADRÃO, REFORMADO, APAIXONANTE, SEU NOVO LAR É LINDO!";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-107-666636;140;3;;1;;"2025-04-11 09:20:33"
195;"SQNW 107 Bloco C, NOROESTE, BRASILIA";2380000.00;N/A;"175 m²
3 Quartos
1 Suíte
3 Vagas";"VIA PRESTIGE SQNW 107 - COBERTURA DUPLEX - REFORMADO - 3 VAGAS DE GARAGEM";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-107-bloco-c-1093259;175;3;3;1;;"2025-04-11 09:20:33"
196;"SQS 109, ASA SUL, BRASILIA";2200000.00;N/A;"148 m²
4 Quartos
1 Suíte
1 Vaga";"SQS 109 - APARTAMENTO COM 4 QUARTOS SENDO 1 SUÍTE - ACEITA FINANCIAMENTO";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-109-895354;148;4;1;1;;"2025-04-11 09:20:33"
197;"SQNW 103 Bloco B, NOROESTE, BRASILIA";2045000.00;N/A;"168 m²
2 Quartos
1 Suíte
2 Vagas";"VISTA LIVRE OPORTUNIDADE PARA INVESTIR";https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-103-bloco-b-1124380;168;2;2;1;;"2025-04-11 09:20:33"
198;"SQS 308, ASA SUL, BRASILIA";2700000.00;N/A;"114 m²
2 Quartos
1 Suíte
1 Vaga";"APARTAMENTO IMPECAVEL";https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-308-1112231;114;2;1;1;;"2025-04-11 09:20:33"
199;"SQN 310 Bloco I, ASA NORTE, BRASILIA";2147000.00;N/A;"230 m²
4 Quartos
1 Suíte
2 Vagas";"VENDE APARTAMENTO 230M² DUPLEX 4 QUAR...";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-310-bloco-i-1071552;230;4;2;1;;"2025-04-11 09:20:33"
200;"SQNW 306, NOROESTE, BRASILIA";2290000.00;N/A;"163 m²
3 Quartos
2 Suítes
2 Vagas";"COBERTURA DÚPLEX - ALTO PADRÃO - SQNW 306";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-306-1129222;163;3;2;2;;"2025-04-11 09:20:33"
201;"SQNW 110, NOROESTE, BRASILIA";2632500.00;N/A;"175 m²
2 Quartos
2 Suítes
2 Vagas";"SQNW 110, COBERTURA À VENDA, 2 QUARTOS, LAZER COMPLETO, NOROESTE, BRASÍLIA, DF";https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-110-1038088;175;2;2;2;;"2025-04-11 09:20:33"
202;"SQSW 300 Bloco M, SUDOESTE, BRASILIA";2300000.00;N/A;"148 m²
4 Quartos
2 Suítes
2 Vagas";"VIA ALVORADA";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-300-bloco-m-1115874;148;4;2;2;;"2025-04-11 09:20:33"
203;"SQN 106, ASA NORTE, BRASILIA";2149000.00;N/A;"189 m²
4 Quartos
1 Suíte
1 Vaga";"SQN 106 - 4 QUARTOS - SUÍTE - NASCENTE - REFORMADO - VAGA DE GARAGEM - VAZADO";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-106-916523;189;4;1;1;;"2025-04-11 09:20:33"
204;"SQSW 103 Bloco I, SUDOESTE, BRASILIA";2400000.00;N/A;"171 m²
3 Quartos
2 Suítes
2 Vagas";"GRANDE OPORTUNIDADE - APARTAMENTO REFORMADO NO SUDOESTE";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sudoeste-brasilia-df-sqsw-103-bloco-i-1116154;171;3;2;2;;"2025-04-11 09:20:33"
205;"SQN 311 Bloco L, ASA NORTE, BRASILIA";2400000.00;N/A;"230 m²
4 Quartos
2 Suítes
2 Vagas";"QUADRA NOBRE NA SQN 311, BRASÍLIA-DF!";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-311-bloco-l-1055218;230;4;2;2;;"2025-04-11 09:20:33"
206;"SQNW 311 Bloco H, NOROESTE, BRASILIA";2290000.00;N/A;"214 m²
2 Quartos
1 Suíte
2 Vagas";"MELHOR PREÇO DO NOROESTE - 10.700/M2";https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-311-bloco-h-1082953;214;2;2;1;;"2025-04-11 09:20:33"
207;"SQN 210, ASA NORTE, BRASILIA";2150000.00;N/A;"151 m²
4 Quartos
1 Suíte
1 Vaga";"SQN 210 - APARTAMENTO COM 4 QUARTOS - 1 SUÍTE - 1 VAGA - ACEITA FINANCIAMENTO";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-210-1136799;151;4;1;1;;"2025-04-11 09:20:33"
208;"SQS 207 Bloco F, ASA SUL, BRASILIA";2200000.00;N/A;"175 m²
3 Quartos
1 Suíte
1 Vaga";"SQS 207 BLOCO F";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-207-bloco-f-1062751;175;3;1;1;;"2025-04-11 09:20:33"
209;"CCSW 4, SUDOESTE, BRASILIA";2690000.00;N/A;"194 m²
2 Quartos
2 Suítes
2 Vagas";"COBERTURA DE ALTO PADRÃO - TOTALMENTE AUTOMATIZADA COBERTURA MODERNA DE ALTO PADRÃO - TOTALMENTE AUTOMATIZADA - PISCINA - ÁREA GOURMET";https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sudoeste-brasilia-df-ccsw-4-1105987;194;2;2;2;;"2025-04-11 09:20:33"
210;"SQN 305, ASA NORTE, BRASILIA";2890000.00;N/A;"192 m²
4 Quartos
2 Suítes
2 Vagas";"SQN 305 - 4 QUARTOS (ATUALMENTE COM 3 QUARTOS) 2 SUÍTES - 2 VAGAS";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-305-1085193;192;4;2;2;;"2025-04-11 09:20:33"
211;"SQN 311, ASA NORTE, BRASILIA";2290000.00;N/A;"155 m²
4 Quartos
1 Suíte
2 Vagas";"SQN 311 APARTAMENTO COM 4 QUARTOS 2 VAGAS ASA NORTE";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-311-999173;155;4;2;1;;"2025-04-11 09:20:33"
212;"SQNW 109 Bloco H, NOROESTE, BRASILIA";2790000.00;N/A;"220 m²
3 Quartos
1 Suíte
3 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-109-bloco-h-1142405;220;3;3;1;;"2025-04-11 09:20:33"
213;"SQN 309, ASA NORTE, BRASILIA";2130000.00;N/A;"181 m²
4 Quartos
2 Suítes
2 Vagas";"APARTAMENTO 4 QUARTOS NA SQN 309!";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-309-1097928;181;4;2;2;;"2025-04-11 09:20:33"
214;"SQS 216, ASA SUL, BRASILIA";2590000.00;N/A;"162 m²
3 Quartos
1 Suíte
1 Vaga";"ALTO PADRÃO - SQS 216 - ASA SUL";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-216-1112878;162;3;1;1;;"2025-04-11 09:20:33"
215;"SQN 305, ASA NORTE, BRASILIA";2890000.00;N/A;"192 m²
4 Quartos
2 Suítes
2 Vagas";"SQN 305 ASA NORTE 4 QUARTOS 2 SUITES 2 VAGAS VAZADO LAZER COBERTURA";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-305-1118007;192;4;2;2;;"2025-04-11 09:20:33"
216;"SQS 207 Bloco F, ASA SUL, BRASILIA";2480000.00;N/A;"175 m²
3 Quartos
2 Suítes
1 Vaga";"ANDAR ALTO, REFORMADO, VISTA LIVRE, AMPLAS SALA E SUITE";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-207-bloco-f-1095168;175;3;1;2;;"2025-04-11 09:20:33"
217;"SQS 114 Bloco G, ASA SUL, BRASILIA";2500000.00;N/A;"157 m²
3 Quartos
2 Suítes
1 Vaga";"DUAS SUÍTES VISTA LIVRE - ANDAR ALTO - REFORMA ESPETACULAR E RECENTE 123456";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-114-bloco-g-863067;157;3;1;2;;"2025-04-11 09:20:33"
218;"SQNW 111 Bloco G, NOROESTE, BRASILIA";2775544.00;N/A;"153 m²
4 Quartos
4 Suítes
3 Vagas";"4 SUÍTES VAZADO COM VARANDA GOURMET PRONTO PARA MORAR 4 SUÍTES, VAZADO COM VARANDA GOURMET, PROJEÇÃO PERPENDICULAR AO PARQUE";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-111-bloco-g-985463;153;4;3;4;;"2025-04-11 09:20:33"
219;"SQNW 111, NOROESTE, BRASILIA";2700000.00;N/A;"175 m²
4 Quartos
4 Suítes
3 Vagas";"ED COTÊ D'AZUR SQNW 111, CÔTE D’AZUR, NOROESTE, MAJESTOSO APARTAMENTO COM 175,60 M², 4 SUÍTES!";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-111-690049;175;4;3;4;;"2025-04-11 09:20:33"
220;"AOS 02 Bloco G, OCTOGONAL, BRASILIA";2170000.00;N/A;"164 m²
4 Quartos
1 Suíte
1 Vaga";103;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-octogonal-brasilia-df-aos-02-bloco-g-1110278;164;4;1;1;;"2025-04-11 09:20:33"
221;"SQNW 107 Bloco C, NOROESTE, BRASILIA";2380000.00;N/A;"175 m²
3 Quartos
1 Suíte
3 Vagas";"ED. VIA PRESTIGE SQNW 107 - APARTAMENTO DUPLEX - REFORMADO - 3 VAGAS DE GARAGEM - COBERTURA";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-107-bloco-c-1108092;175;3;3;1;;"2025-04-11 09:20:33"
222;"CLN 309, ASA NORTE, BRASILIA";2120000.00;N/A;"181 m²
4 Quartos
2 Suítes
2 Vagas";", CHOPIN APARTAMENTO À VENDA COM 4 QUARTOS, 2 SUÍTES E 2 VAGAS NO ED. CHOPIN - ASA NORTE, BRASÍLIA";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-cln-309-1087384;181;4;2;2;;"2025-04-11 09:20:33"
223;"SQNW 111 Bloco D, NOROESTE, BRASILIA";2850000.00;N/A;"166 m²
4 Quartos
2 Suítes
3 Vagas";", EDIFÍCIO GRANDVILLE APARTAMENTO 4 QUARTOS, 2 SUÍTES, 3 VAGAS DE GARAGEM À VENDA NO NOROESTE";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-111-bloco-d-1114893;166;4;3;2;;"2025-04-11 09:20:33"
224;"SGCV Lote 19, PARK SUL, BRASILIA";2350000.00;N/A;"154 m²
4 Quartos
4 Suítes
3 Vagas";"SGCV 19 | APARTAMENTO COM 4 QUARTOS SUÍTES - 3 VAGAS DE GARAGEM - ACEITA FINANCIAMENTO - PARK SUL";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-park-sul-brasilia-df-sgcv-lote-19-913299;154;4;3;4;;"2025-04-11 09:20:33"
225;"SGCV, PARK SUL, BRASILIA";2669442.00;N/A;"129 m²
4 Quartos
2 Suítes
2 Vagas";"UNIDADE DECORADA E MOBILIADA EM CONDOMÍNIO FECHADO ATRÁS DO CASA PARK";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-park-sul-brasilia-df-sgcv-1039400;129;4;2;2;;"2025-04-11 09:20:33"
226;"SQNW 104 Bloco E, NOROESTE, BRASILIA";2670000.00;N/A;"162 m²
3 Quartos
3 Suítes
3 Vagas";"NOROESTE/SQNW 104/ 3 QUARTOS/ 3 SUÍTES REVERSÍVEL PARA 4 QUARTOS /VARANDA/ VISTA LIVRE/ ANDAR ALTO/";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-104-bloco-e-1141114;162;3;3;3;;"2025-04-11 09:20:33"
227;"SQNW 309, NOROESTE, BRASILIA";2250000.00;N/A;"201 m²
3 Quartos
2 Suítes
2 Vagas";"SQNW 309 - COBERTURA - 3 QUARTOS REFORMADA";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-309-834522;201;3;2;2;;"2025-04-11 09:20:33"
228;"SQSW 500, SUDOESTE, BRASILIA";2704685.00;N/A;"146 m²
4 Quartos
4 Suítes
2 Vagas";"4 SUÍTES - ALTÍSSIMO PADRÃO ***LUXO E ALTÍSSIMO PADRÃO COM VISTA LIVRE***";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-500-1015442;146;4;2;4;;"2025-04-11 09:20:33"
229;"SQS 212 Bloco G, ASA SUL, BRASILIA";2780000.00;N/A;"168 m²
3 Quartos
1 Suíte
1 Vaga";"APARTAMENTO 03 QUARTOS - VAZADO - ASA SUL";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-212-bloco-g-1131004;168;3;1;1;;"2025-04-11 09:20:33"
230;"SQNW 106 Bloco G, NOROESTE, BRASILIA";2050000.00;N/A;"166 m²
3 Quartos
1 Suíte
4 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-106-bloco-g-1140873;166;3;4;1;;"2025-04-11 09:20:33"
231;"AOS 02, OCTOGONAL, BRASILIA";2450000.00;N/A;"165 m²
4 Quartos
1 Suíte
1 Vaga";"APARTAMENTO REFORMADO, COM 4 QUARTOS (1 SUÍTE), À VENDA NA AOS 2!";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-octogonal-brasilia-df-aos-02-1081216;165;4;1;1;;"2025-04-11 09:20:33"
232;"SQN 314 Bloco H, ASA NORTE, BRASILIA";2599000.00;N/A;"187 m²
4 Quartos
4 Suítes
2 Vagas";"4 QUARTOS ASA NORTE - SQN 314 - LAZER - CANTO - NASCENTE - VAZADO - ARMARIOS - VARANDA";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-314-bloco-h-1100627;187;4;2;4;;"2025-04-11 09:20:33"
233;"SQS 211 Bloco B, ASA SUL, BRASILIA";2050000.00;N/A;"126 m²
3 Quartos
1 Suíte
1 Vaga";"SQS 211 BLOCO B, SQS 211 BLOCO B 3 QUARTOS, 1 SUÍTE, VAZADO, REFORMADO, VISTA LIVRE";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-211-bloco-b-1051160;126;3;1;1;;"2025-04-11 09:20:33"
234;"SQN 305 Bloco H, ASA NORTE, BRASILIA";2890000.00;N/A;"191 m²
4 Quartos
2 Suítes
2 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-305-bloco-h-1118405;191;4;2;2;;"2025-04-11 09:20:33"
235;"SQN 314, ASA NORTE, BRASILIA";2250000.00;N/A;"160 m²
4 Quartos
2 Suítes
2 Vagas";"EDIFÍCIO VERA CRUZ - APARTAMENTO COM 4 DORMITÓRIOS À VENDA, 160 M² POR R$ 2.250.000 - ASA NORTE - BR";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-314-1082279;160;4;2;2;;"2025-04-11 09:20:33"
236;"SQS 207, ASA SUL, BRASILIA";2450000.00;N/A;"175 m²
3 Quartos
1 Suíte
1 Vaga";"SQS 207 - APARTAMENTO COM 3 QUARTOS SENDO 1 SUÍTE - VISTA LIVRE";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-207-1100855;175;3;1;1;;"2025-04-11 09:20:33"
237;"CCSW 1 Lote 1 Bloco 1, SUDOESTE, BRASILIA";2720000.00;N/A;"210 m²
3 Quartos
3 Suítes
3 Vagas";"COBERTURA - DUPLEX / RESIDENCIAL / SETOR SUDOESTE";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sudoeste-brasilia-df-ccsw-1-lote-1-bloco-1-711494;210;3;3;3;;"2025-04-11 09:20:33"
238;"SGCV Lote 20, PARK SUL, BRASILIA";2013652.00;N/A;"129 m²
4 Quartos
4 Suítes
2 Vagas";"APARTAMENTO MODERNO E SOFISTICADO!, N.Y. PARK SUL ***NEGOCIAÇÃO DIRETA COM A CONSTRUTORA***";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-park-sul-brasilia-df-sgcv-lote-20-408573;129;4;2;4;;"2025-04-11 09:20:33"
239;"SCEN Trecho 1 Conjunto 36, ASA NORTE, BRASILIA";2790000.00;N/A;"134 m²
4 Quartos
2 Suítes
3 Vagas";"ILHAS DO LAGO - APARTAMENTO TÉRREO!";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-scen-trecho-1-conjunto-36-1010273;134;4;3;2;;"2025-04-11 09:20:33"
240;"SQS 207, ASA SUL, BRASILIA";2300000.00;N/A;"175 m²
3 Quartos
1 Suíte
1 Vaga";"SQS 207 - NASCENTE - ANDAR ALTO";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-207-1016085;175;3;1;1;;"2025-04-11 09:20:33"
241;"SQS 306, ASA SUL, BRASILIA";2400000.00;N/A;"178 m²
3 Quartos
1 Suíte";"EXCELENTE LOCALIZAÇÃO! PROJETO ÚNICO. EXCELENTE OPORTUNIDADE, LINDO APARTAMENTO!";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-306-945235;178;3;;1;;"2025-04-11 09:20:33"
242;"SQN 211 Bloco F, ASA NORTE, BRASILIA";2180000.00;N/A;"202 m²
2 Quartos
2 Suítes
2 Vagas";"LOCALIZAÇÃO, VISTA E GARAGEM COBERTA";https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-211-bloco-f-1072320;202;2;2;2;;"2025-04-11 09:20:33"
243;"SQNW 304 Bloco F, NOROESTE, BRASILIA";2900000.00;N/A;"184 m²
4 Quartos
4 Suítes
4 Vagas";"ENTREGUE , HIGH DESIGN";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-304-bloco-f-832536;184;4;4;4;;"2025-04-11 09:20:33"
244;"SGCV, PARK SUL, BRASILIA";2500000.00;N/A;"135 m²
3 Quartos
3 Suítes
2 Vagas";"VILLAGGIO PARK SUL, APTO ALTO PADRÃO MOBILIADO, 135M², SUÍTE, LAZER COMPLETO R$ 2.500.000";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-park-sul-brasilia-df-sgcv-1113378;135;3;2;3;;"2025-04-11 09:20:33"
245;"SQN 211, ASA NORTE, BRASILIA";2590000.00;N/A;"222 m²
3 Quartos
2 Suítes
1 Vaga";"COBERTURA PARA VENDA COM 3 QUARTOS NA ASA NORTE COM 222.93M²";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-211-1051597;222;3;1;2;;"2025-04-11 09:20:33"
246;"SQNW 303, NOROESTE, BRASILIA";2100000.00;N/A;"169 m²
2 Quartos
1 Suíte";"SQNW 103 - COBERTURA DUPLEX 2 QUARTOS SENDO 1 SUÍTE - NOROESTE - ED. JARDINS DAS CEREJEIRAS";https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-303-1108005;169;2;;1;;"2025-04-11 09:20:33"
247;"SQSW 101, SUDOESTE, BRASILIA";2499000.00;N/A;"194 m²
4 Quartos
2 Suítes";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-101-1118096;194;4;;2;;"2025-04-11 09:20:33"
248;"SQNW 110, NOROESTE, BRASILIA";2390000.00;N/A;"154 m²
4 Quartos
4 Suítes
2 Vagas";"PROJETO DE REFORMA STUDIO WALLERIA TEIXEIRA ARQUITETURA E INTERIORES";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-110-1092305;154;4;2;4;;"2025-04-11 09:20:33"
249;"SQN 309 Bloco M, ASA NORTE, BRASILIA";2150000.00;N/A;"181 m²
4 Quartos
2 Suítes
2 Vagas";"VAZADO, DE CANTO E VISTA LIVRE QUADRA NOBRE - 309 EXCELENTE OPORTUNIDADE";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-309-bloco-m-1086756;181;4;2;2;;"2025-04-11 09:20:33"
